Date,Content,Video title,Video publish time,Duration,Engaged views
2026-04-04,B7lD5nhETM4,Napoleonic Cavalry 💂⚔️🐎 Uniforms of the Cavalry,"Aug 27, 2025",358,29
2026-04-05,B7lD5nhETM4,Napoleonic Cavalry 💂⚔️🐎 Uniforms of the Cavalry,"Aug 27, 2025",358,20
2026-04-06,B7lD5nhETM4,Napoleonic Cavalry 💂⚔️🐎 Uniforms of the Cavalry,"Aug 27, 2025",358,27
2026-04-07,B7lD5nhETM4,Napoleonic Cavalry 💂⚔️🐎 Uniforms of the Cavalry,"Aug 27, 2025",358,21
2026-04-08,B7lD5nhETM4,Napoleonic Cavalry 💂⚔️🐎 Uniforms of the Cavalry,"Aug 27, 2025",358,17
2026-01-09,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,10
2026-01-10,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,8
2026-01-11,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,11
2026-01-12,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-01-13,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,9
2026-01-14,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-01-15,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,22
2026-01-16,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,16
2026-01-17,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,16
2026-01-18,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,9
2026-01-19,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,7
2026-01-20,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,8
2026-01-21,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,10
2026-01-22,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-01-23,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-01-24,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,23
2026-01-25,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,4
2026-01-26,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-01-27,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,2
2026-01-28,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-01-29,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-01-30,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,14
2026-01-31,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,3
2026-02-01,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,8
2026-02-02,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-02-03,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-02-04,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,4
2026-02-05,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-02-06,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-02-07,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,12
2026-02-08,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,10
2026-02-09,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,14
2026-02-10,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-02-11,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-02-12,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,10
2026-02-13,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,14
2026-02-14,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,9
2026-02-15,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,14
2026-02-16,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,10
2026-02-17,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,10
2026-02-18,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,10
2026-02-19,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-02-20,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,4
2026-02-21,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,13
2026-02-22,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,10
2026-02-23,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,12
2026-02-24,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,18
2026-02-25,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,17
2026-02-26,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-02-27,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-02-28,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,11
2026-03-01,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,12
2026-03-02,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,8
2026-03-03,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,3
2026-03-04,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,8
2026-03-05,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,3
2026-03-06,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-03-07,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,2
2026-03-08,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,43
2026-03-09,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,28
2026-03-10,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,16
2026-03-11,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,11
2026-03-12,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,9
2026-03-13,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,10
2026-03-14,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,14
2026-03-15,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,7
2026-03-16,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,12
2026-03-17,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,3
2026-03-18,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-03-19,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-03-20,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,11
2026-03-21,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-03-22,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-03-23,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-03-24,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-03-25,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,2
2026-03-26,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,1
2026-03-27,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,7
2026-03-28,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,11
2026-03-29,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,11
2026-03-30,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,8
2026-03-31,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-04-01,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,8
2026-04-02,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,9
2026-04-03,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,9
2026-04-04,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,6
2026-04-05,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,12
2026-04-06,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-04-07,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,3
2026-04-08,fxzf2fIs6ig,NAPOLEON'S 🇫🇷 Corps System 💂 EXPLAINED,"Oct 25, 2025",508,5
2026-01-09,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,9
2026-01-10,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,8
2026-01-11,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,10
2026-01-12,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,1
2026-01-13,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,11
2026-01-14,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,4
2026-01-15,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,4
2026-01-16,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,11
2026-01-17,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,8
2026-01-18,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,4
2026-01-19,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,3
2026-01-20,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,13
2026-01-21,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,3
2026-01-22,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,8
2026-01-23,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,10
2026-01-24,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,9
2026-01-25,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,8
2026-01-26,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,9
2026-01-27,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,5
2026-01-28,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,7
2026-01-29,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,6
2026-01-30,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,4
2026-01-31,g7lh0SkmsxY,Napoleon's LEGENDARY 🐎 CAVALRY CHARGE ⚔️ at Somosierra,"Jan 17, 2025",490,8
